,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,shot_statsbomb_xg,shot_end_location,shot_technique,shot_body_part,shot_type,shot_outcome,shot_freeze_frame,possession_team_id,team_id,player_id,shot_key_pass_id,shot_first_time,out,under_pressure,shot_aerial_won,shot_deflected,shot_one_on_one,shot_open_goal,shot_saved_to_post,off_camera,shot_follows_dribble,shot_saved_off_target,shot_redirect
0,e0159fb4-47e8-422e-9216-6e44cf173408,342,1,00:06:41.445,6,41,Shot,11,Netherlands,Regular Play,Netherlands,Xavi Simons,Center Attacking Midfield,"[99.6, 51.2]",0.865482,['5820106f-bcbd-4d37-afe0-88d3cf9baf73'],3942819,0.04893475,"[120.0, 37.4, 2.0]",Normal,Right Foot,Open Play,Goal,"[{'location': [99.2, 65.4], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.1, 55.6], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 41.5], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.2, 47.8], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 54.1], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 59.4], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.9, 50.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.6, 53.6], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 42.6], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 29.6], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.2, 42.4], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 23.8], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",941,941,39167,,,,,,,,,,,,,
1,0ec0210f-4dfb-4a1d-ab52-4c1f2156b219,446,1,00:12:39.772,12,39,Shot,17,England,Regular Play,England,Harry Kane,Center Forward,"[88.2, 36.6]",0.935472,['fd31ed99-e284-4cd8-93a8-f3b46c6bcbee'],3942819,0.028932061,"[118.3, 37.6, 0.3]",Normal,Right Foot,Open Play,Saved,"[{'location': [85.6, 34.3], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [84.5, 20.3], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [85.1, 14.6], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.3, 40.5], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.7, 24.6], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 18.8], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 30.1], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 34.4], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 40.6], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 39.7], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 49.9], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 5.8], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [89.5, 11.3], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [96.8, 24.3], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.1, 31.3], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 59.6], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",768,768,10955,4a358d4e-38be-49ad-be11-88be3a5ba2b5,,,,,,,,,,,,
2,825afa97-dac6-4d4b-b16d-585361c9ff61,496,1,00:13:41.900,13,41,Shot,18,England,From Throw In,England,Bukayo Saka,Right Wing Back,"[104.5, 41.6]",0.083512,"['0fcbf3ee-9e23-4cb8-b47e-8149a9a36625', '27ff03ea-0a0d-45ae-8214-e8facd572dd1']",3942819,0.07174964,"[106.2, 41.7]",Normal,Left Foot,Open Play,Blocked,"[{'location': [109.9, 30.6], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.2, 40.2], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 36.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 39.4], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 41.8], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.4, 40.5], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [90.7, 43.6], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.8, 40.4], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 42.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 40.7], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 35.1], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 41.7], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 42.8], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 44.6], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.7, 54.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",768,768,22084,77745ccb-a216-4d78-bd2c-4b0d8459b35b,,,,,,,,,,,,
3,edf7aa7b-0c91-451b-b980-b4dc582aa0b1,505,1,00:17:34.626,17,34,Shot,19,England,Other,England,Harry Kane,Center Forward,"[108.1, 40.0]",0.404925,['3870748b-24d9-4614-8c5a-9fffdf1deb08'],3942819,0.7835,"[120.0, 36.5, 0.2]",Normal,Right Foot,Penalty,Goal,,768,768,10955,,,,,,,,,,,,,
4,f4db1f38-035c-49df-acc3-e8f237e266c5,665,1,00:22:28.596,22,28,Shot,27,England,Regular Play,England,Phil Foden,Right Attacking Midfield,"[117.0, 47.6]",0.163705,['384b1229-23d1-4b35-b4c3-0c6370ab7971'],3942819,0.18899514,"[117.7, 46.1, 0.3]",Normal,Right Foot,Open Play,Saved,"[{'location': [108.5, 26.2], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.8, 44.7], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 41.9], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 46.7], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 48.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.6, 45.4], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 47.2], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 46.2], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 40.5], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 50.5], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 54.4], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",768,768,4354,47e2a779-1c5a-40cf-b729-0f8ac5c3bae3,,,,,,,,,,,,
5,a903140d-6f1d-40b0-a27e-80ef05736351,946,1,00:28:15.003,28,15,Shot,34,Netherlands,From Counter,Netherlands,Donyell Malen,Right Wing,"[102.9, 45.1]",0.05366,"['0fb60bcd-41c4-42c0-9551-83528b64b24a', '1cd9b28d-2fbf-4a1f-ad09-85ac385c43d2']",3942819,0.039829366,"[103.8, 44.7]",Normal,Left Foot,Open Play,Blocked,"[{'location': [94.5, 59.9], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.6, 41.2], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 54.2], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 51.2], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 35.2], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.6, 46.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.3, 43.8], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 44.7], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 30.5], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",941,941,15582,687e4c45-2daf-45b6-af63-82bbea978520,True,,,,,,,,,,,
6,775b6541-9860-496d-8a2f-01afe478f934,953,1,00:29:08.729,29,8,Shot,35,Netherlands,From Corner,Netherlands,Denzel Dumfries,Right Back,"[111.3, 43.4]",0.54994,"['c5c5c24a-67c5-4938-9d5a-a48892fc26bf', 'f6895c94-0447-4219-bde8-a503acf48309']",3942819,0.0631593,"[120.0, 42.7, 2.8]",Normal,Head,Open Play,Post,"[{'location': [115.5, 77.4], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.7, 45.0], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 41.2], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.2, 42.2], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.6, 46.7], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [113.7, 43.2], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.2, 40.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.0, 41.4], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 40.7], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 42.0], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.3, 37.8], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.1, 35.0], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.4, 41.0], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 39.7], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.4, 44.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.3, 36.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 43.4], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [119.1, 40.9], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.5, 33.2], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",941,941,8125,87a672a3-b150-4a14-8367-40507453377d,,True,True,True,,,,,,,,
7,4045c78a-117e-44dc-9857-3cef77222d44,1047,1,00:31:21.055,31,21,Shot,36,England,From Goal Kick,England,Phil Foden,Right Attacking Midfield,"[95.8, 51.6]",0.988542,"['6ec3cfbd-f665-40c4-b752-cdaad3e8dfa7', 'bc9ddb1e-096f-42e3-b720-adc7768d012a']",3942819,0.028710563,"[120.0, 36.0, 2.6]",Normal,Left Foot,Open Play,Post,"[{'location': [103.6, 34.7], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.9, 32.8], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.6, 35.6], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [100.4, 44.9], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 43.5], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.9, 55.1], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 47.9], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 49.0], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 53.6], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.8, 41.1], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 59.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 48.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 49.0], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.9, 61.5], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.7, 67.7], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",768,768,4354,a7123605-b81f-4b72-8cc6-d672ebce679c,,True,True,,,,,,,,,
8,7e8cabf4-9354-49bf-afcf-51c8a19fe5b5,1267,1,00:38:41.345,38,41,Shot,42,England,Regular Play,England,Phil Foden,Right Attacking Midfield,"[98.4, 50.6]",1.01663,['c980fa89-e003-450f-a043-82a68fade4a5'],3942819,0.03463848,"[119.2, 37.1, 0.3]",Normal,Left Foot,Open Play,Saved,"[{'location': [95.2, 40.7], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 39.4], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 38.5], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 27.3], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [90.5, 38.8], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 65.1], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 56.0], 'player': {'id': 21633, 'name': 'Joey Veerman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.6, 46.9], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 50.2], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 41.6], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 50.3], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 41.9], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 35.6], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.2, 61.7], 'player': {'id': 15582, 'name': 'Donyell Malen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.3, 40.5], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 47.5], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [106.7, 57.9], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.1, 64.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [105.1, 68.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",768,768,4354,a5003341-7686-475c-b474-2f6c4f0c379a,True,,,,,,,,,,,
9,5b71d580-b49f-47c4-936f-889cd9ca0980,1347,1,00:40:27.230,40,27,Shot,45,England,Regular Play,England,Kobbie Mainoo,Right Defensive Midfield,"[98.8, 52.9]",0.143766,"['15706a77-1289-4fdd-b9d2-06d302ddb5ad', '4f277469-a62a-40cf-8aa1-058953ec3329', 'f133331d-3c09-4b06-9f0f-83b69d978fdf']",3942819,0.029809527,"[102.5, 50.9]",Normal,Right Foot,Open Play,Blocked,"[{'location': [95.9, 25.7], 'player': {'id': 21582, 'name': 'Tijjani Reijnders'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 34.9], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 38.2], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 51.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 47.4], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 45.6], 'player': {'id': 15503, 'name': 'Jerdy Schouten'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 50.7], 'player': {'id': 21633, 'name': 'Joey Veerman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.1, 49.0], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.9, 43.2], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 35.5], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [101.4, 47.9], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [117.4, 42.0], 'player': {'id': 37274, 'name': 'Bart Verbruggen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 55.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.4, 43.9], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",768,768,99174,,,,True,,,,,,,,,
